Id,state_code,latitude,longitude,zip_code,city,name,founded_at,closed_at,age_final,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,status
1091,MA,"37,237,937","-121,974,591",1752,Marlborough,Storwize,01/01/2004,,8,06/06/2007,02/04/2008,3,4,2,"28,000,000",2,other,0,0,0,1,1,0,2,acquired
962,WA,"42,432,106","-71,453,968",1754,Maynard,Tizor Systems,01/01/2002,,10,12/09/2005,07/02/2006,3,4,2,"15,000,000",0,enterprise,0,0,0,1,0,0,5,acquired
867,MA,"38,872,668","-77,367,981",22102,McLean,Rollstream,01/01/2005,,7,03/09/2007,11/18/2008,2,3,2,"7,500,000",3,software,0,0,1,1,0,0,1.5,acquired
321,MA,"38,919,954","-7,721,249,300,000,000",22102,McLean,Trust Digital,01/03/2003,,9,04/11/2005,7/29/2009,2,6,3,"23,500,000",2,mobile,1,0,0,1,1,0,3.6667,acquired
842,MD,"3,892,719","-7,721,696,899,999,990",22102,McLean,Jobfox,01/03/2004,,8,01/04/2005,12/24/2009,1,5,4,"42,000,000",4,web,0,0,1,1,1,0,2.3333,acquired
561,CA,"35,149,021,999,999,900","-9,005,162,800,000,000",38103-4717,Memphis,Friendsignia,1/29/2012,01/06/2013,0,1/29/2012,1/29/2012,0,0,1,"15,000",1,web,0,1,0,0,0,0,1,closed
876,TX,"374,429,885","-1,221,624,131",94025,Menlo Park,Zong,11/15/2000,,12,01/07/2005,4/26/2010,4,9,3,"27,500,000",3,mobile,0,0,1,1,0,0,1,acquired
75,CA,"37,452,992","-122,185,098",94025,Menlo Park,Center'd,01/01/2006,02/12/2011,6,01/02/2007,03/05/2011,1,5,5,"10,400,000",2,web,1,1,1,0,0,0,1.75,closed
404,NY,"4,001,573,320,000,000","-105,275,027",94025,Menlo Park,PublicEarth,01/01/2008,2/15/2011,4,08/02/2008,5/21/2010,0,2,2,"4,000,000",2,travel,1,0,1,0,0,0,1,closed
226,CA,"3,745,604","-122,165,399",94025,Menlo Park,Krugle,01/01/2006,,6,5/31/2006,5/31/2006,0,0,1,"6,100,000",2,search,0,0,0,1,0,0,4,acquired
954,CA,"37,451,026","-12,218,676",94025,Menlo Park,Jaxtr,01/10/2005,,7,01/07/2007,6/23/2008,1,3,3,"21,500,000",4,mobile,0,0,1,1,0,0,3.3333,acquired
50,CA,"374,484,914","-1,221,802,812",94025,Menlo Park,Factery,01/04/2009,1/17/2013,3,10/09/2009,10/09/2009,0,0,1,"1,200,000",1,web,1,0,0,0,0,0,2,closed
172,ME,"37,451,124","-12,216,626,399,999,900",94025,Menlo Park,Cuil,01/01/2005,01/09/2010,7,01/03/2007,4/15/2008,2,3,2,"33,000,000",4,search,0,0,1,1,0,0,2.5,closed
938,NY,"37,491,356","-122,228,843",94025,Menlo Park,Flock,01/01/2005,,7,01/01/2005,5/21/2008,0,3,5,"28,300,000",4,web,0,1,1,1,1,1,2,acquired
698,CA,"37,459,177","-122,173,907",94025,Menlo Park,Roxro Pharma,01/01/1999,01/01/2001,13,12/06/2007,12/06/2007,8,8,1,"42,700,000",0,biotech,0,0,0,1,0,0,3,closed
128,NY,"374,587,657","-1,221,725,191",94025,Menlo Park,Intelliden,01/01/2000,,12,12/21/2005,5/22/2007,5,7,3,"80,000,000",1,software,1,0,0,0,0,1,4,acquired
386,CA,"37,814,202","-122,477,959",94025,Menlo Park,Syncplicity,03/11/2008,,4,10/31/2008,10/31/2008,0,0,1,"2,350,000",3,enterprise,0,0,1,0,0,0,2,acquired
790,CA,"3,978,373","-100,445,882",94025,Menlo Park,iKoa,01/01/2006,01/07/2012,6,05/06/2007,7/16/2010,1,4,3,"18,700,000",0,semiconductor,1,0,1,0,0,0,2,closed
496,CA,"3,978,373","-100,445,882",94025,Menlo Park,Devtap,01/01/2008,2/25/2009,4,01/09/2008,01/09/2008,0,0,1,"2,600,000",1,search,0,0,0,0,0,0,1,closed
1140,WA,"3,978,373","-100,445,882",94025,Menlo Park,Trinity Biosystems,01/01/2002,5/24/2010,10,7/18/2006,09/11/2009,4,7,2,"28,500,000",0,biotech,1,0,0,1,0,0,4.5,closed
988,NY,"3,741,924","-122,208,414",94025,Menlo Park,Gamook,01/01/2008,01/01/2010,4,3/16/2008,3/16/2008,0,0,1,"1,500,000",1,games_video,0,0,1,0,0,0,1,closed
425,CA,"37,428,087,700,000,000","-122,143,368",94025,Menlo Park,Silver Tail Systems,08/01/2008,,4,9/26/2008,9/22/2011,0,3,3,"22,100,000",4,analytics,1,0,1,1,0,0,2.6667,acquired
64,CO,"43,090,756","-89,522,805",53562,Middleton,Sway,03/12/2004,02/12/2012,8,1/19/2010,1/19/2010,5,5,1,"2,000,000",2,advertising,0,0,1,0,0,0,2,closed
1119,CA,"37,433,646","-121,886,704",95035-6261,Milpitas,Kolorific,01/01/2003,07/07/2012,9,05/01/2007,05/01/2007,4,4,1,"7,000,000",0,semiconductor,0,0,0,0,1,0,1,closed
955,CA,"3,743,841,079,999,990","-1,219,240,273",95035,Milpitas,OpVista,01/01/2000,01/08/2009,12,6/22/2006,07/05/2007,6,7,2,"43,000,000",1,software,0,0,0,0,1,1,1,closed
399,GA,"37,421,692","-121,894,156",95035-5444,Milpitas,Virident Systems,01/01/2006,,6,01/05/2007,1/28/2013,1,7,8,"129,677,153",3,enterprise,1,0,1,1,1,1,3,acquired
745,CA,"449,773","-93,265,469",55311,Minneapolis,Enstratius,01/01/2009,,3,07/11/2011,07/11/2011,2,2,1,"3,500,000",3,enterprise,0,0,1,0,0,0,2,acquired
345,CA,"44,912,723","-93,499,059",55343,Minnetonka,Jobs2Web,01/01/2003,,9,01/01/2004,1/21/2006,1,3,2,"5,550,000",1,web,0,1,1,0,0,0,1,acquired
335,PA,"37,422,859","-122,045,217",94035,Moffett Field,Airship Ventures,01/01/2007,11/14/2012,5,09/05/2008,01/03/2009,1,2,2,"10,500,000",1,other,0,0,1,1,0,0,2,closed
94,CA,"34,045,919","-11,816,525",91754,Monterey Park,KOTURA,01/01/2004,,8,07/09/2005,05/11/2009,1,5,3,"27,690,547",1,cleantech,0,0,0,1,1,1,4.5,acquired
566,CA,"260,524,615","-801,378,809",95037,Morgan Hill,OfferLounge,01/01/2008,01/05/2010,4,01/01/2008,01/01/2008,0,0,1,"120,000",0,public_relations,0,1,0,0,0,0,2,closed
1034,CA,"37,406,914","-12,209,037",94043,Mountain View,Matisse Networks,01/01/2002,2/15/2009,10,7/18/2006,7/18/2006,4,4,1,"7,500,000",1,network_hosting,0,0,0,1,0,0,3,closed
107,IL,"373,915,589","-1,220,702,643",94041,Mountain View,RingCube Technologies,01/01/2005,,7,9/21/2006,3/18/2010,1,5,3,"26,000,000",2,software,1,0,1,1,0,0,1,acquired
411,CA,"37,420,428","-122,090,769",94043,Mountain View,Trovix,01/01/2002,,10,07/12/2005,06/09/2006,3,4,2,"18,250,000",1,search,0,0,1,1,0,0,2.5,acquired
952,CA,"37,406,914","-12,209,037",94043,Mountain View,Blue Vector Systems,01/01/2002,8/31/2010,10,9/21/2005,9/21/2005,3,3,1,"4,000,000",0,public_relations,0,0,0,1,0,0,3,closed
746,CA,"3,740,006","-122,049,689",94043,Mountain View,Hammerhead Systems,01/01/2002,3/23/2009,10,1/31/2006,01/08/2007,4,5,2,"48,000,000",0,hardware,0,0,0,0,1,1,6,closed
723,CA,"37,393,679","-122,079,017",94041,Mountain View,NeoEdge Networks,02/05/2002,,10,08/06/2007,12/20/2010,5,8,3,"10,000,000",2,advertising,1,0,0,1,0,0,1.6667,acquired
903,CA,"3,978,373","-100,445,882",94043-1107,Mountain View,MAP Pharmaceuticals,01/01/2003,,9,3/28/2007,3/28/2007,4,4,1,"50,000,000",0,biotech,0,0,0,0,0,1,6,acquired
1123,CA,"37,287,285","-121,942,932",94041,Mountain View,Outright,01/06/2008,,4,01/11/2008,11/18/2009,0,1,2,"7,500,000",3,enterprise,0,0,1,0,0,0,3.5,acquired
148,CA,"37,406,914","-12,209,037",94043,Mountain View,Ardian,01/01/2003,,9,01/01/2005,3/23/2009,2,6,3,"64,080,000",2,biotech,0,0,1,1,1,0,4,acquired
597,NY,"3,740,047","-122,072,981",94041,Mountain View,Wink,8/19/2004,,8,01/01/2005,01/01/2005,0,0,1,"6,200,000",4,search,0,0,1,0,0,0,2,acquired
1145,NY,"37,390,501","-122,081,151",94041,Mountain View,PostPath,01/01/2003,,9,07/12/2004,1/16/2007,1,4,2,"24,300,000",3,web,0,0,0,1,1,0,2.5,acquired
515,CA,"37,391,642","-12,209,393,500,000,000",94040,Mountain View,Avega Systems,01/01/2005,01/01/2012,7,01/04/2007,1/13/2010,2,5,2,"9,500,000",0,hardware,1,0,0,1,0,0,3,closed
1019,MA,"37,419,819","-12,209,018,799,999,900",94043,Mountain View,PeerMe,01/01/2004,03/02/2009,8,01/01/2005,01/01/2005,1,1,1,"5,000,000",2,games_video,0,0,1,0,0,0,3,closed
776,TX,"374,305,755","-1,220,971,389",94043,Mountain View,Cast Iron Systems,01/01/2001,,11,3/28/2005,7/29/2007,4,6,2,"30,500,000",1,enterprise,0,0,0,0,0,1,4.5,acquired
705,CA,"37,406,914","-12,209,037",94043,Mountain View,Avidia,01/01/2003,,9,06/05/2005,09/05/2006,2,3,2,"72,300,000",0,advertising,0,0,0,1,1,0,4.5,acquired
311,CA,"37,388,869","-122,072,353",94041,Mountain View,Cloudmeter,01/04/2007,,5,4/27/2012,4/27/2012,5,5,1,"5,000,000",2,enterprise,0,0,1,0,0,0,1,acquired
753,NY,"37,419,347","-122,089,639",94043,Mountain View,Exaprotect,01/01/2004,,8,10/07/2006,10/07/2006,2,2,1,"7,660,000",3,security,0,0,1,0,0,0,6,acquired
398,CA,"37,391,642","-12,209,393,500,000,000",94040,Mountain View,Wander (f. YongoPal),01/01/2010,01/07/2013,2,01/04/2010,01/01/2011,0,1,5,"185,000",1,mobile,1,1,0,0,0,0,2,closed
495,NY,"37,393,679","-122,079,017",94041,Mountain View,Meebo,01/02/2005,,7,01/10/2005,12/20/2010,0,5,5,"70,000,000",4,web,0,0,1,1,1,1,2.8,acquired
174,CA,"37,391,727","-122,077,597",94041,Mountain View,Krillion,01/05/2006,,6,6/14/2006,6/14/2006,0,0,1,"9,150,000",2,web,0,0,1,0,0,0,2,acquired
467,TX,"37,430,025","-12,209,998",94043,Mountain View,Sensory Networks,01/01/2003,,9,10/10/2005,01/01/2008,2,5,3,"17,400,000",2,web,1,0,0,0,1,0,5,acquired
455,MI,"37,391,642","-12,209,393,500,000,000",94040,Mountain View,TimeBridge,01/05/2005,,7,05/07/2005,11/05/2009,0,4,3,"12,400,000",4,web,1,0,1,1,0,0,1.6667,acquired
579,VA,"37,406,914","-12,209,037",94043,Mountain View,Skyrider,01/01/2003,10/15/2008,9,10/23/2006,05/03/2008,3,5,2,"17,000,000",2,software,1,0,0,0,1,0,3,closed
683,NJ,"37,386,665","-122,084,171",94040,Mountain View,SearchMe,01/07/2005,10/21/2009,7,01/07/2005,01/05/2008,0,2,5,"43,600,000",3,search,0,0,1,1,1,1,3,closed
872,PA,"37,406,914","-12,209,037",94043,Mountain View,Clever Sense,11/04/2008,,4,6/17/2010,01/08/2011,1,2,2,"2,000,000",2,web,1,0,1,0,0,0,1.5,acquired
1116,CA,"37,386,665","-122,084,171",94040,Mountain View,Ribbit,2/23/2005,,7,01/10/2006,12/17/2007,0,2,2,"11,000,000",3,mobile,0,0,1,1,0,0,2,acquired
1063,CA,"37,391,642","-12,209,393,500,000,000",94040,Mountain View,MerchantCircle,01/10/2005,,7,05/06/2006,01/09/2007,1,1,2,"14,300,000",3,web,0,0,1,1,0,0,4.5,acquired
959,NY,"37,417,002","-12,207,871,000,000,000",94043,Mountain View,Kace networks,01/01/2003,,9,7/25/2005,5/22/2006,2,3,2,"11,000,000",1,software,1,0,0,1,0,0,1.5,acquired
563,MN,"3,739,972","-122,108,306",94040,Mountain View,Goodmail Systems,01/01/2003,01/01/2012,9,10/17/2005,12/01/2009,2,6,4,"45,000,000",2,security,0,0,1,1,1,0,2,closed
1,MA,"37,384,717","-122,081,625",94040,Mountain View,Loopt,01/01/2005,,7,01/06/2005,03/05/2010,0,5,4,"32,006,000",3,mobile,0,1,1,1,1,0,1.6667,acquired
111,CA,"373,965,713","-1,220,836,937",94041,Mountain View,Nimbula,01/01/2008,,4,6/23/2010,8/23/2010,2,2,2,"20,750,000",3,enterprise,0,0,1,1,0,0,2,acquired
664,NC,"374,233,896","-12,208,995,120,000,000",94043,Mountain View,Jajah,01/01/2005,,7,01/03/2006,01/03/2009,1,4,4,"33,000,000",4,mobile,0,0,1,1,1,1,1.3333,acquired
229,CA,"37,388,869","-122,072,353",94041,Mountain View,Lexity,01/08/2009,,3,01/09/2009,03/03/2011,0,2,2,"5,700,000",3,enterprise,0,1,1,0,0,0,4,acquired
820,NY,"37,398,022","-122,049,143",94043,Mountain View,Clearwell Systems,06/12/2004,5/19/2011,8,04/04/2006,8/22/2007,1,3,2,"29,000,000",3,software,0,0,0,1,1,0,2.5,acquired
298,CA,"37,400,945","-122,111,318",94040-1309,Mountain View,Impeva,01/01/2004,3/16/2012,8,03/11/2008,03/11/2008,4,4,1,"10,000,000",0,software,0,0,0,1,0,0,2,closed
86,WA,"37,388,869","-122,072,353",94041,Mountain View,TouristEye,01/02/2010,,2,01/02/2010,06/11/2012,0,2,3,"475,000",1,travel,0,1,0,0,0,0,4,acquired
780,TX,"37,431,091","-122,099,263",94043,Mountain View,Crossing Automation,01/01/2003,,9,05/05/2008,3/23/2010,5,7,4,"13,045,000",0,semiconductor,0,0,1,1,0,0,2,acquired
905,NY,"37,388,869","-122,072,353",94041,Mountain View,Votizen,3/19/2009,,3,9/23/2010,2/24/2012,1,2,2,"2,250,000",2,web,1,0,0,0,0,0,8.5,acquired
565,CA,"3,978,373","-100,445,882",94040-2573,Mountain View,Rhythm NewMedia,01/01/2005,,7,10/11/2010,11/09/2012,5,7,4,"28,932,322",3,advertising,1,0,0,0,1,0,2.6667,acquired
739,MA,"37,400,115","-122,052,208",94303,Mountain View,Reliant Technologies,01/01/2001,,11,4/19/2007,4/19/2007,6,6,1,"15,000,000",1,biotech,0,0,0,0,0,0,3,acquired
78,NY,"373,867,729","-12,207,522,240,000,000",94041,Mountain View,Kosmix,01/01/2005,,7,01/11/2005,08/12/2008,0,3,4,"55,000,000",5,web,0,0,1,1,1,1,2.75,acquired
829,MA,"38,223,032","-122,261,642",94558,Napa,Inertia Beverage Group,10/22/2004,1/16/2013,8,02/04/2007,01/01/2012,2,7,3,"25,500,100",3,software,1,0,0,1,0,0,2.5,closed
958,MA,"41,800,255","-88,149,362",60563,Naperville,Cartavi,01/01/2009,,3,11/13/2012,11/13/2012,3,3,1,"1,226,270",2,enterprise,0,1,0,0,0,0,1,acquired
418,NY,"427,370,219","-7,148,729,759,999,990",3062,Nashua,AutoVirt,01/01/2007,01/02/2012,5,01/01/2007,5/24/2011,0,4,7,"24,300,000",2,software,1,1,1,1,0,0,2,closed
124,CA,"3,616,223","-86,774,353",37201,Nashville,RentStuff.com,01/01/2010,,2,05/05/2011,12/04/2012,1,2,2,"675,000",1,web,0,1,0,0,0,0,1.5,acquired
281,WA,"3,613,996","-86,796,377",37212,Nashville,StudioNow,01/01/2007,,5,6/15/2007,1/29/2013,0,6,3,"15,286,415",1,photo_video,0,0,1,0,0,0,1,acquired
960,CA,"42,296,111","-71,238,524",2494,Needham,RatePoint,01/09/2006,02/02/2012,6,1/29/2007,8/20/2010,1,4,4,"24,500,000",4,software,0,0,1,1,1,0,2.5,closed
784,CA,"422,960,173","-712,128,734",2494,Needham,HiWired,01/01/2004,,8,01/01/2008,02/01/2008,4,4,2,"14,000,000",1,software,1,0,0,1,0,0,1.5,acquired
222,NY,"40,730,646","-73,986,614",10004,New York,SinglePlatform,01/01/2010,,2,9/29/2010,01/08/2011,0,1,3,"4,575,000",3,web,0,1,1,0,0,0,5,acquired
1148,CA,"4,073,901","-73,997,259",10011,New York,Entertainment Media Works,01/07/2004,01/10/2008,8,2/26/2007,2/26/2007,3,3,1,"4,000,000",1,software,0,0,0,1,0,0,1,closed
439,CA,"40,755,446","-73,980,246",10010,New York,Peer39,01/03/2006,,6,01/03/2006,1/24/2012,0,6,7,"29,915,001",5,advertising,1,1,1,1,1,0,2.75,acquired
630,CA,"40,730,646","-73,986,614",100011,New York,Go Try It On,01/12/2009,,3,04/11/2010,11/13/2012,1,3,3,"3,750,000",3,fashion,0,1,1,0,0,0,2,acquired
134,NY,"40,606,061","-73,822,331",10004,New York,Motionbox,01/01/2006,,6,01/09/2006,1/14/2009,0,3,3,"17,200,000",5,games_video,0,0,1,1,1,0,2.6667,acquired
1041,CA,"40,725,435","-73,997,395",10012,New York,Thumbplay,01/09/2004,,8,10/30/2006,4/21/2010,2,6,4,"41,500,019",5,music,0,0,0,0,1,0,4,acquired
806,MA,"40,753,881","-73,978,852",10173,New York,TxVia,01/01/2006,,6,01/10/2007,10/26/2010,1,4,4,"55,350,000",2,finance,0,0,1,1,1,1,4,acquired
1107,CA,"40,740,441","-73,993,376",10011,New York,ShopWiki,01/06/2005,,7,01/07/2006,01/07/2006,1,1,1,"6,250,000",1,ecommerce,0,0,1,0,0,0,1,acquired
57,MA,"40,750,519","-73,993,494",10001,New York,Fondu,01/02/2010,,2,01/11/2011,01/11/2011,1,1,1,"575,000",2,web,0,1,0,0,0,0,6,acquired
794,NV,"40,729,839","-73,991,781",10003,New York,Qwiki,01/10/2009,,3,10/07/2010,3/31/2011,1,2,3,"10,500,000",3,photo_video,1,0,1,0,0,0,6.3333,acquired
76,MA,"40,762,674","-739,821,315",10019,New York,TheMarkets,01/01/2000,,12,12/07/2007,12/07/2007,7,7,1,"30,000,000",1,web,1,0,0,0,0,0,5,acquired
97,VA,"3,709,024","-95,712,891",10014,New York,SpiralFrog,01/01/2004,3/20/2009,8,01/01/2006,01/12/2007,2,3,3,"45,000,000",3,games_video,0,0,1,0,0,0,1,closed
573,CA,"4,073,901","-73,997,259",10011,New York,Game Trust,01/01/2002,,10,01/06/2005,11/15/2005,3,3,2,"9,000,000",1,software,1,0,0,1,0,0,4,acquired
576,CA,"40,730,646","-73,986,614",10013,New York,Vizibility,01/07/2009,,3,3/24/2010,06/02/2013,1,4,5,"4,705,910",3,mobile,1,1,0,0,0,0,3,acquired
368,CA,"40,743,808","-73,983,626",10016,New York,Tumblr,01/02/2007,,5,10/31/2007,01/01/2012,0,4,6,"125,250,000",5,web,1,0,1,1,1,1,3.5,acquired
19,CA,"40,730,646","-73,986,614",10013,New York,Hotlist,01/01/2008,01/05/2013,4,01/05/2008,01/01/2012,0,4,4,"1,449,998",3,social,1,1,0,0,0,0,1,closed
964,CA,"40,728,425","-73,999,882",10012,New York,Turf Geography Club,01/01/2011,01/02/2013,1,8/15/2011,02/08/2012,0,1,2,"890,000",0,mobile,0,1,0,0,0,0,3,closed
929,CA,"40,730,646","-73,986,614",10154,New York,Bioenvision,01/01/1996,8/13/2009,16,4/30/2007,4/30/2007,11,11,1,"7,410,000",0,biotech,1,0,0,0,0,0,3,closed
602,MA,"40,730,646","-73,986,614",10013,New York,avVenta,01/01/2005,,7,1/14/2009,1/14/2009,4,4,1,"20,000,000",1,advertising,0,0,1,0,0,0,1,acquired
966,CA,"407,566,658","-739,827,553",10036,New York,Giant Realm,01/01/2007,,5,01/03/2008,08/05/2008,1,1,2,"5,500,000",2,web,0,0,1,0,0,0,2,acquired
944,WA,"40,723,652","-73,985,281",10016,New York,Kluster,01/01/2008,,4,01/01/2008,01/01/2008,0,0,1,"1,000,000",2,web,0,1,0,0,0,0,1,acquired
682,NY,"37,480,999","-122,173,887",10016,New York,Jingle Networks,01/09/2005,,7,01/10/2005,12/28/2009,0,4,7,"88,651,133",5,mobile,1,1,1,1,1,1,3.1667,acquired
95,CA,"40,750,519","-73,993,494",10001,New York,Visual Revenue,01/03/2010,,2,7/28/2011,1/26/2012,1,2,2,"2,212,000",2,analytics,0,1,1,0,0,0,3,acquired
360,CA,"40,728,425","-73,999,882",10012,New York,Blip,01/05/2005,,7,01/03/2006,7/30/2012,0,7,7,"27,300,000",4,games_video,0,1,1,1,1,1,2,acquired
694,NY,"4,073,901","-73,997,259",10011,New York,Savored,01/01/2010,,2,01/01/2010,10/01/2011,0,1,2,"3,750,000",2,hospitality,0,1,1,0,0,0,4,acquired
40,CA,"4,070,438,220,000,000","-7,398,657,170,000,000",10010,New York,Outside.in,01/08/2006,,6,01/02/2007,08/12/2009,0,3,5,"14,400,000",5,web,0,1,1,1,0,0,5.8,acquired
659,MA,"40,756,054","-73,986,951",10001,New York,Salesforce Buddy Media,01/09/2007,,5,01/09/2007,8/15/2011,0,4,5,"90,000,000",3,enterprise,1,0,1,1,1,1,3.8,acquired
824,CA,"40,729,839","-73,991,781",10003,New York,Stickybits,01/01/2009,01/08/2012,3,09/03/2010,5/19/2010,1,1,2,"1,900,000",2,web,0,1,1,0,0,0,2.5,closed
49,CA,"40,730,646","-73,986,614",10013,New York,lifeIO,8/29/2006,03/03/2012,6,8/29/2008,8/29/2008,2,2,1,"500,000",0,web,0,1,0,0,0,0,5,closed
1088,TX,"40,757,929","-73,985,506",10010,New York,Pinch Media,01/04/2008,,4,01/05/2008,06/01/2010,0,2,3,"560,001",5,software,1,1,0,0,0,0,3.5,acquired
156,IL,"40,730,646","-73,986,614",10005,New York,easy2comply (Dynasec),01/01/2002,,10,02/10/2007,02/10/2007,5,5,1,"1,000,000",2,software,0,0,1,0,0,0,3,acquired
1152,NY,"40,750,519","-73,993,494",10001,New York,Exclusively.in,01/01/2010,,2,03/11/2010,5/29/2011,0,1,2,"18,800,000",1,fashion,0,0,1,1,0,0,2.5,acquired
1134,CA,"4,075,166,110,000,000","-739,843,328",10011,New York,KickApps,01/03/2004,,8,01/06/2006,11/25/2008,2,4,3,"39,007,789",5,enterprise,0,0,1,1,1,0,3,acquired
650,NY,"40,756,054","-73,986,951",10003,New York,Pictela,10/17/2008,,4,06/01/2009,06/11/2010,0,1,4,"3,499,997",3,advertising,1,0,1,0,0,0,1.5,acquired
199,NY,"4,074,929","-73,981,328",10016,New York,LiftDNA,01/09/2009,,3,01/02/2011,11/02/2011,1,2,2,"1,000,000",1,advertising,0,1,0,0,0,0,3.5,acquired
151,CA,"40,730,646","-73,986,614",10010,New York,Storm Exchange,01/04/2006,12/03/2009,6,01/12/2006,04/03/2008,0,2,2,"10,800,000",1,enterprise,1,0,1,0,0,0,2,closed
474,MA,"4,073,901","-73,997,259",10011,New York,DailyBurn,01/10/2007,,5,01/05/2008,5/26/2009,0,2,2,"540,000",2,web,0,1,0,0,0,0,2.5,acquired
1067,NY,"40,750,519","-73,993,494",10001,New York,Venmo,04/04/2009,,3,07/05/2010,01/08/2011,1,1,2,"1,200,000",2,mobile,0,1,1,0,0,0,6,acquired
1130,WA,"40,752,516","-73,973,072",10017,New York,WeShow,01/06/2007,02/12/2008,5,01/06/2007,01/06/2007,0,0,1,"5,000,000",1,games_video,0,0,1,0,0,0,2,closed
1080,CA,"40,728,425","-73,999,882",10012,New York,BestVendor,01/01/2011,,1,3/18/2011,01/02/2012,0,1,4,"4,200,000",3,software,0,1,1,0,0,0,3,acquired
464,CO,"4,074,632","-73,982,607",10011,New York,Right Media,01/01/2003,,9,10/17/2006,10/17/2006,3,3,1,"45,000,000",0,advertising,0,0,0,1,0,0,1,acquired
300,CA,"40,729,839","-73,991,781",10003,New York,Dispatch,01/05/2011,,1,01/07/2011,10/11/2011,0,0,2,"983,000",2,messaging,0,1,0,0,0,0,6,acquired
914,CA,"40,730,646","-73,986,614",10119,New York,Genesis Networks,01/01/2002,,10,9/26/2006,06/05/2010,4,8,10,"22,165,091",0,network_hosting,1,0,0,1,0,0,2,acquired
1048,OR,"40,730,646","-73,986,614",10013,New York,WireImage,01/01/2001,,11,08/05/2006,08/05/2006,5,5,1,"15,000,000",0,games_video,0,0,0,0,1,0,4,acquired
476,NY,"40,730,646","-73,986,614",10004,New York,Triples Media,01/06/2010,01/07/2013,2,01/03/2011,01/03/2011,0,0,2,"100,000",0,advertising,0,1,0,0,0,0,1,closed
583,MA,"4,073,901","-73,997,259",10011,New York,RightsFlow,01/10/2007,,5,8/26/2009,8/26/2009,2,2,1,"1,500,000",3,music,0,0,1,0,0,0,1,acquired
112,TX,"40,750,519","-73,993,494",10001,New York,Sonar.me,01/01/2010,7/17/2013,2,01/01/2012,01/01/2012,2,2,1,"200,000",3,mobile,0,1,0,0,0,0,2,closed
513,CO,"4,074,929","-73,981,328",10016,New York,MyNines,01/08/2009,05/08/2011,3,4/19/2010,4/19/2010,1,1,1,"500,000",2,ecommerce,0,1,0,0,0,0,1,closed
963,WA,"40,729,839","-73,991,781",10003,New York,Mr. Youth,01/01/2002,,10,01/10/2002,01/02/2009,0,7,2,"15,100,000",3,advertising,0,1,1,0,0,0,1,acquired
687,MD,"40,728,425","-73,999,882",10012,New York,Jumo,01/02/2010,,2,01/11/2010,01/11/2010,0,0,1,"3,500,000",2,social,0,0,0,0,0,0,2,acquired
1093,NY,"40,730,646","-73,986,614",10017,New York,XGraph,01/10/2008,,4,07/07/2010,07/07/2010,2,2,1,"3,750,000",2,analytics,0,0,1,0,0,0,1,acquired
381,CA,"40,750,519","-73,993,494",10001,New York,SkillSlate,01/01/2009,,3,10/20/2010,10/20/2010,1,1,1,"1,100,000",1,web,0,1,0,0,0,0,8,acquired
34,TX,"4,073,901","-73,997,259",10011,New York,Panther Express,01/01/2005,,7,7/25/2006,2/27/2008,1,3,2,"21,750,000",2,games_video,1,0,0,1,0,0,2,acquired
972,CA,"40,729,839","-73,991,781",10003,New York,Tripl,5/17/2011,01/07/2013,1,5/20/2011,09/07/2012,0,1,3,"900,000",3,social,0,1,0,0,0,0,1.5,closed
808,CA,"40,907,974","-7,384,179",10016,New York,Quigo,01/01/2000,,12,01/03/2004,07/06/2007,4,7,2,"35,000,000",0,advertising,1,0,1,0,0,0,3.5,acquired
643,NY,"40,730,646","-73,986,614",10014,New York,Thwapr,01/01/2007,7/20/2013,5,01/01/2009,01/01/2010,2,3,2,"2,000,000",3,photo_video,1,1,0,0,0,0,3,closed
272,CA,"407,445,343","-7,398,740,079,999,990",10016,New York,BBE,01/04/2004,,8,01/01/2008,01/01/2008,3,3,1,"10,000,000",3,advertising,0,0,1,0,0,0,1,acquired
257,CA,"40,717,248","-74,002,662",10013,New York,Boonty,01/03/2001,,11,07/07/2005,07/07/2005,4,4,1,"10,000,000",3,games_video,0,0,0,1,0,0,4,acquired
997,IL,"407,434,025","-739,890,857",10010,New York,B-Side Entertainment,07/04/2005,01/03/2010,7,11/10/2006,11/14/2008,1,3,2,"7,350,000",3,games_video,0,0,1,1,0,0,4.5,closed
252,MA,"407,394,115","-739,895,748",10010,New York,Fashism,01/01/2009,9/27/2013,3,11/19/2010,11/19/2010,1,1,1,"1,000,000",3,fashion,0,0,1,0,0,0,7,closed
448,MA,"40,745,064","-73,992,637",10001,New York,SideTour,01/06/2011,,1,01/07/2011,3/25/2013,0,2,3,"4,000,000",2,web,0,1,1,0,0,0,2,acquired
194,CA,"40,730,646","-73,986,614",10013,New York,Lore,01/03/2011,,1,6/27/2011,05/04/2012,0,1,4,"12,123,837",3,education,0,1,1,0,0,0,4.6667,acquired
799,CA,"40,730,646","-73,986,614",10013,New York,Snapette,01/01/2011,,1,12/10/2011,12/10/2011,0,0,1,"1,500,000",3,fashion,0,0,0,0,0,0,1,acquired
